line,phase,date,day,month,treatment_name,wage,output,productivity,quality_rate,total_absenteeism,unplan_absenteeism,plan_absenteeism,tot_wk_hr,line_workers,style1,sam_style1,BaseWage,OvertimeWage,OldIncentive,OldTHP,TotalTardinessMin,WorkingHr,OTHr,DTMinPersons,DTMinMachine,DTMinMaterial,DTMinQuality,DTTotal,treat_qual,treat_prod,treat_fixed,after,t_prod,t_fixed,t_qual,treat,t_after,OT,lead_time
Control 2,Pre-Treatment,2015-06-04,thu,June,Control,751.18,NA,148,99.12,9.52,4.76,4.76,11,22,448254,18.91,300,168.75,282.43,751.18,6,8,3,0,0,0,10,10,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-06-05,fri,June,Control,662.4,990,129,99.29,4.76,0,4.76,11,22,448209,18.91,300,168.75,193.65,662.4,0,8,3,0,31,0,0,31,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-06-06,sat,June,Control,428.59,900,125,99.33,9.52,4.76,4.76,8,22,448209,18.91,300,0,128.59,428.59,0,8,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,2
Control 2,Pre-Treatment,2015-06-08,mon,June,Control,410.51,640,120,98.44,11.9,7.14,4.76,8,21,448209,18.91,300,0,110.51,410.51,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Control 2,Pre-Treatment,2015-06-09,tue,June,Control,590.24,830,113,99.16,4.76,0,4.76,11,21,448209,18.91,300,168.75,121.49,590.24,0,8,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-06-10,wed,June,Control,569.39,800,109,98.13,4.76,0,4.76,11,21,448209,18.91,300,168.75,100.64,569.39,0,8,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,1,5
Control 2,Pre-Treatment,2015-06-11,thu,June,Control,468.75,511,70,98.24,4.76,0,4.76,11,21,448209,18.91,300,168.75,NA,468.75,0,8,3,0,29,0,20,49,0,0,0,0,0,0,0,0,0,1,6
Control 2,Pre-Treatment,2015-06-12,fri,June,Control,468.75,NA,13,NA,4.76,0,4.76,11,21,448209,18.91,300,168.75,NA,468.75,2,8,3,0,9,0,0,9,0,0,0,0,0,0,0,0,0,1,7
Control 2,Pre-Treatment,2015-06-13,sat,June,Control,300,NA,NA,NA,4.76,0,4.76,NA,NA,NA,NA,300,0,NA,300,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Control 2,Pre-Treatment,2015-06-15,mon,June,Control,300,NA,NA,NA,4.76,0,4.76,NA,NA,NA,NA,300,0,NA,300,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Control 2,Pre-Treatment,2015-06-16,tue,June,Control,468.75,125,51,97.6,9.52,4.76,4.76,11,21,75614,57.071,300,168.75,NA,468.75,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-06-17,wed,June,Control,468.75,91,37,96.7,4.76,0,4.76,11,21,75614,57.071,300,168.75,NA,468.75,0,8,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-06-18,thu,June,Control,468.75,85,41,96.47,4.76,0,4.76,11,18,75614,57.071,300,168.75,NA,468.75,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-06-19,fri,June,Control,468.75,103,44,93.2,11.9,7.14,4.76,11,20,75614,56.921,300,168.75,NA,468.75,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-06-20,sat,June,Control,300,90,56,96.67,11.9,7.14,4.76,8,21,75614,56.921,300,0,NA,300,0,8,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,5
Control 2,Pre-Treatment,2015-06-22,mon,June,Control,300,NA,0,NA,9.52,4.76,4.76,8,22,NA,NA,300,0,NA,300,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Control 2,Pre-Treatment,2015-06-23,tue,June,Control,468.75,190,78,97.89,9.52,4.76,4.76,11,21,75610,56.921,300,168.75,NA,468.75,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-06-24,wed,June,Control,610.78,106,46,92.45,7.14,2.38,4.76,11,20,75610,56.921,300,168.75,142.03,610.78,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-06-25,thu,June,Control,643.32,105,45,95.24,9.52,4.76,4.76,11,21,75610,56.921,300,168.75,174.57,643.32,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-06-26,fri,June,Control,608.78,102,42,96.08,7.14,2.38,4.76,11,21,75610,56.921,300,168.75,140.03,608.78,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-06-27,sat,June,Control,368.36,83,47,96.39,19.05,0,19.05,8,21,75610,56.921,300,0,68.36,368.36,0,8,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Control 2,Pre-Treatment,2015-06-29,mon,June,Control,357.15,NA,43,NA,19.05,4.76,14.29,8,19,12883,55.92,300,0,57.15,357.15,2,8,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-06-30,tue,June,Control,514.08,NA,42,NA,4.76,0,4.76,11,18,12883,55.92,300,168.75,45.33,514.08,0,8,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-07-01,wed,July,Control,468.75,120,49,97.5,4.76,0,4.76,11,21,75610,56.921,300,168.75,NA,468.75,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-07-02,thu,July,Control,468.75,82,35,91.46,5.95,1.19,4.76,11,20,75610,56.921,300,168.75,NA,468.75,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-07-03,fri,July,Control,300,NA,16,NA,4.76,0,4.76,8,200,448256,23.02,300,0,NA,300,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-07-04,sat,July,Control,300,231,130,97.84,9.52,0,9.52,8,21,75610,56.921,300,0,NA,300,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-07-06,mon,July,Control,447.92,62,35,93.55,9.52,0,9.52,8,21,12883,56.921,300,0,147.92,447.92,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-07-07,tue,July,Control,468.75,112,46,95.54,9.52,0,9.52,11,21,12883,56.921,300,168.75,NA,468.75,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-07-08,wed,July,Control,468.75,110,47,94.55,4.76,0,4.76,11,20,12883,56.921,300,168.75,NA,468.75,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-07-09,thu,July,Control,300,86,51,95.35,9.52,0,9.52,8,20,12883,56.921,300,0,NA,300,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Control 2,Pre-Treatment,2015-07-10,fri,July,Control,468.75,227,55,96.92,9.52,0,9.52,11,21,12883,56.921,300,168.75,NA,468.75,1,8,3,0,60,0,20,80,0,0,0,0,0,0,0,0,0,1,5
Control 2,Pre-Treatment,2015-07-11,sat,July,Control,300,673,154,98.96,4.76,0,4.76,8,21,448212,23.024,300,0,NA,300,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-07-13,mon,July,Control,300,590,135,99.32,9.52,0,9.52,8,21,448212,23.024,300,0,NA,300,0,8,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,2
Control 2,Pre-Treatment,2015-07-14,tue,July,Control,658.17,770,128,98.31,4.76,0,4.76,11,21,488254,23.024,300,168.75,189.42,658.17,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-07-15,wed,July,Control,522.7,650,148,99.54,7.38,2.62,4.76,8,21,488254,23.024,300,0,222.7,522.7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Control 2,Pre-Treatment,2015-07-16,thu,July,Control,440.37,540,130,98.7,9.52,4.76,4.76,8,20,488254,23.024,300,0,140.37,440.37,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Control 2,Pre-Treatment,2015-07-17,fri,July,Control,372.8,480,110,99.17,9.52,4.76,4.76,8,21,488254,23.024,300,0,72.8,372.8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Control 2,Pre-Treatment,2015-07-18,sat,July,Control,375.13,460,110,98.91,9.52,4.76,4.76,8,20,488254,23.024,300,0,75.13,375.13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Control 2,Pre-Treatment,2015-07-20,mon,July,Control,432.22,530,127,98.68,9.52,4.76,4.76,8,20,448256,23.024,300,0,132.22,432.22,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-07-21,tue,July,Control,442.7,570,130,99.12,12.5,7.5,5,8,21,488254,23.024,300,0,142.7,442.7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-07-22,wed,July,Control,377.59,560,105,99.11,15.79,10.53,5.26,8,21,448209,18.91,300,0,77.59,377.59,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-07-23,thu,July,Control,419.49,654,123,99.54,22.22,16.67,5.56,8,21,448209,18.91,300,0,119.49,419.49,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Control 2,Pre-Treatment,2015-07-24,fri,July,Control,382.41,560,110,98.39,22.22,16.67,5.56,8,20,448209,18.91,300,0,82.41,382.41,0,8,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,3
Control 2,Pre-Treatment,2015-07-25,sat,July,Control,398.28,480,95,98.96,25,19.44,5.56,8,20,448209,18.91,300,0,98.28,398.28,0,8,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,4
Control 2,Pre-Treatment,2015-07-27,mon,July,Control,642.9,890,121,99.44,11.11,5.56,5.56,11,21,448209,18.91,300,168.75,174.15,642.9,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Control 2,Pre-Treatment,2015-07-28,tue,July,Control,661.87,865,127,99.19,11.11,5.56,5.56,11,20,448209,18.91,300,168.75,193.12,661.87,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Control 2,Pre-Treatment,2015-07-29,wed,July,Control,649.41,910,124,99.67,10,5,5,11,21,448209,18.91,300,168.75,180.66,649.41,0,8,3,10,0,0,0,10,0,0,0,0,0,0,0,0,0,1,7
Control 2,Pre-Treatment,2015-07-31,fri,July,Control,601.65,735,113,97.96,10,0,10,11,18,448209,18.91,300,168.75,132.9,601.65,0,8,3,0,10,0,0,10,0,0,0,0,0,0,0,0,0,1,8
Control 2,Pre-Treatment,2015-08-01,sat,August,Control,426.08,601,125,99.17,5,0,5,8,19,448209,18.91,300,0,126.08,426.08,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Control 2,Pre-Treatment,2015-08-03,mon,August,Control,300,404,80,97.77,5,0,5,8,18,44829,18.91,300,0,NA,300,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-08-04,tue,August,Control,468.75,367,26,99.18,5,0,5,11,20,12883,56.921,300,168.75,NA,468.75,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-08-05,wed,August,Control,468.75,60,24,96.67,5,0,5,11,20,12883,26.921,300,168.75,NA,468.75,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-08-06,thu,August,Control,468.75,119,47,94.12,10,0,10,11,19,12883,56.921,300,168.75,NA,468.75,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-08-07,fri,August,Control,468.75,118,55,93.22,10,5,5,11,19,12883,56.921,300,168.75,NA,468.75,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-08-08,sat,August,Control,300,483,49,98.76,5,0,5,8,19,12883,56.921,300,0,NA,300,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Control 2,Pre-Treatment,2015-08-10,mon,August,Control,468.75,125,55,97.6,15,10,5,11,19,12883,56.921,300,168.75,NA,468.75,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Control 2,Pre-Treatment,2015-08-11,tue,August,Control,468.75,120,54,100,5,0,5,11,19,12883,56.921,300,168.75,NA,468.75,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Control 2,Pre-Treatment,2015-08-13,thu,August,Control,468.75,109,46,94.5,5,0,5,11,20,12883,56.921,300,168.75,NA,468.75,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Control 2,Pre-Treatment,2015-08-14,fri,August,Control,503.81,534,242,98.13,10,5,5,11,19,12883,56.921,300,168.75,35.06,503.81,32,8,3,0,20,0,0,20,0,0,0,0,0,0,0,0,0,1,9
Control 2,Pre-Treatment,2015-08-15,sat,August,Control,389.3,420,277,98.81,5,0,5,8,18,12883,56.921,300,0,89.3,389.3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Control 2,Pre-Treatment,2015-08-17,mon,August,Control,500.37,600,118,99,75,75,0,8,20,4488209,18.91,300,0,200.37,500.37,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-08-18,tue,August,Control,641.13,825,118,98.91,1.25,1.25,0,11,20,448209,18.91,300,168.75,172.38,641.13,0,8,3,0,10,0,0,10,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-08-19,wed,August,Control,617.5,750,113,98.8,10,10,0,11,19,NA,18.91,300,168.75,148.75,617.5,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
Control 2,Pre-Treatment,2015-08-20,thu,August,Control,556.4,700,100,99,5,5,0,11,20,448256,18.91,300,168.75,87.65,556.4,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-08-21,fri,August,Control,658.86,850,122,99.06,0,0,0,11,20,448209,18.91,300,168.75,190.11,658.86,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-08-22,sat,August,Control,430.29,575,119,99.48,0,0,0,8,19,NA,18.91,300,0,130.29,430.29,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Control 2,Pre-Treatment,2015-08-24,mon,August,Control,446.64,630,131,98.25,0,0,0,8,19,448209,18.91,300,0,146.64,446.64,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-08-25,tue,August,Control,621.99,840,120,98.45,0,0,0,11,20,448209,18.91,300,168.75,153.24,621.99,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-08-26,wed,August,Control,615.26,830,119,98.8,0,0,0,11,20,448209,18.91,300,168.75,146.51,615.26,0,8,3,0,20,0,0,20,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-08-27,thu,August,Control,615.26,830,119,99.16,15,5,10,11,20,448209,18.91,300,168.75,146.51,615.26,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-08-28,fri,August,Control,628.73,850,122,99.53,0,0,0,11,20,448209,18.91,300,168.75,159.98,628.73,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Control 2,Pre-Treatment,2015-08-29,sat,August,Control,389.79,567,111,98.77,0,0,0,8,20,448209,18.91,300,0,89.79,389.79,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Control 2,Pre-Treatment,2015-08-31,mon,August,Control,448.53,550,132,98.91,0,0,0,8,20,448212,23.024,300,0,148.53,448.53,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-09-01,tue,September,Control,639.33,715,125,98.88,2.38,2.38,0,11,20,448256,23.024,300,168.75,170.58,639.33,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-09-02,wed,September,Control,639.33,715,125,98.46,0,0,0,11,20,448212,23.024,300,168.75,170.58,639.33,19,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-09-03,thu,September,Control,570.02,630,110,99.05,0,0,0,11,20,448212,23.024,300,168.75,101.27,570.02,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-09-04,fri,September,Control,599.45,730,127,98.49,4.76,4.76,4.76,11,20,448212,23.024,300,168.75,130.7,599.45,0,8,3,34,0,0,15,49,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-09-05,sat,September,Control,419.52,630,122,99.52,2.38,2.38,0,8,20,448209,18.91,300,0,119.52,419.52,5,8,0,15,0,5,0,20,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-09-07,mon,September,Control,394,585,115,98.63,2.38,2.38,0,8,20,448209,18.91,300,0,94,394,0,8,0,58,0,10,5,73,0,0,0,0,0,0,0,0,0,0,2
Control 2,Pre-Treatment,2015-09-08,tue,September,Control,613.66,730,0,99.18,0,0,0,11,20,448209,18.91,300,168.75,144.91,613.66,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-09-09,wed,September,Control,689.07,700,127,98.86,9.52,0,9.52,11,20,448256,23.024,300,168.75,220.32,689.07,0,8,3,30,0,0,0,30,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-09-10,thu,September,Control,619.83,687,0,99.27,14.29,9.52,4.76,11,19,448212,23.024,300,168.75,151.08,619.83,8,8,3,42,0,0,0,42,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-09-11,fri,September,Control,595.05,540,115,98.89,9.52,4.76,4.76,11,20,448209,18.91,300,168.75,126.3,595.05,3,8,3,73,0,0,0,73,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-09-12,sat,September,Control,382.83,540,112,99.81,0,0,0,8,19,448209,18.91,300,0,82.83,382.83,17,8,0,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2
Control 2,Pre-Treatment,2015-09-14,mon,September,Control,378.11,525,110,96.95,4.76,4.76,0,8,19,448209,18.91,300,0,78.11,378.11,11,8,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,3
Control 2,Pre-Treatment,2015-09-15,tue,September,Control,595.05,770,115,96.23,4.76,0,4.76,11,19,448209,18.91,300,168.75,126.3,595.05,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-09-16,wed,September,Control,602.53,730,116,95.62,0,0,0,11,18,448209,18.91,300,168.75,133.78,602.53,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Control 2,Pre-Treatment,2015-09-17,thu,September,Control,595.05,810,115,96.17,0,0,0,11,20,448209,18.91,300,168.75,126.3,595.05,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Control 2,Pre-Treatment,2015-09-18,fri,September,Control,326.63,265,93,84.91,4.76,4.76,0,8,20,448209,18.91,300,0,26.63,326.63,7,8,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,7
Control 2,Pre-Treatment,2015-09-19,sat,September,Control,349.38,650,103,99.08,0,0,0,8,19,448256,23.024,300,0,49.38,349.38,4,8,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-09-21,mon,September,Control,300,610,41,98.52,5,5,0,8,20,725891,13.063,300,0,NA,300,5,8,0,41,27,3,0,71,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-09-22,tue,September,Control,468.75,530,73,99.25,12.5,12.5,0,11,20,725891,13.063,300,168.75,NA,468.75,0,8,3,30,25,0,0,55,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-09-23,wed,September,Control,468.75,775,67,98.19,10,10,0,11,20,725891,13.063,300,168.75,NA,468.75,10,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-09-24,thu,September,Control,468.75,705,73,97.73,10,10,0,11,19,725891,13.063,300,168.75,NA,468.75,14,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-09-25,fri,September,Control,362.51,545,96,97.98,5,5,0,8,20,725984,13.063,300,0,62.51,362.51,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-09-26,sat,September,Control,300,425,42,98.35,10,10,0,8,20,725984,13.063,300,0,NA,300,11,8,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,2
Control 2,Pre-Treatment,2015-09-28,mon,September,Control,300,580,78,97.76,2.5,0,2.5,8,20,725984,13.063,300,0,NA,300,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Control 2,Pre-Treatment,2015-09-29,tue,September,Control,468.75,655,49,97.71,0,0,0,11,20,725891,13.063,300,168.75,NA,468.75,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-09-30,wed,September,Control,588.15,890,110,98.76,15,10,5,11,20,725891,13.063,300,168.75,119.4,588.15,2,8,3,10,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-10-01,thu,October,Control,468.75,960,78,98.85,14.29,9.52,4.76,11,19,725891,13.063,300,168.75,NA,468.75,0,8,3,0,31,0,0,31,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-10-02,fri,October,Control,523.7,870,100,98.05,14.29,14.29,0,11,20,725891,13.063,300,168.75,54.95,523.7,0,8,3,0,47,0,0,47,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-10-03,sat,October,Control,351.33,645,104,98.91,5,5,0,8,19,725891,13.063,300,0,51.33,351.33,0,8,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,5
Control 2,Pre-Treatment,2015-10-05,mon,October,Control,300,595,54,97.98,6.25,6.25,0,8,20,725891,13.063,300,0,NA,300,8,8,0,55,0,0,5,60,0,0,0,0,0,0,0,0,0,0,6
Control 2,Pre-Treatment,2015-10-06,tue,October,Control,610.88,980,113,98.57,21.05,21.05,0,11,20,725891,13.063,300,168.75,142.13,610.88,3,8,3,50,0,0,0,50,0,0,0,0,0,0,0,0,0,1,7
Control 2,Pre-Treatment,2015-10-07,wed,October,Control,557.87,1045,107,98.47,10.53,10.53,0,11,20,725891,13.063,300,168.75,89.12,557.87,0,8,3,50,0,0,0,50,0,0,0,0,0,0,0,0,0,1,8
Control 2,Pre-Treatment,2015-10-08,thu,October,Control,492.82,1025,94,98.83,5.26,5.26,0,11,20,725891,13.063,300,168.75,24.07,492.82,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Control 2,Pre-Treatment,2015-10-09,fri,October,Control,579,1055,110,98.29,0,0,0,11,20,725984,13.063,300,168.75,110.25,579,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-10-10,sat,October,Control,338.84,740,100,97.16,4.55,4.55,0,8,20,725984,13.063,300,0,38.84,338.84,42,8,0,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2
Control 2,Pre-Treatment,2015-10-12,mon,October,Control,300,640,70,97.19,0,0,0,8,21,725891,13.063,300,0,NA,300,3,8,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-10-13,tue,October,Control,569.94,1170,110,97.78,6.82,6.82,0,11,21,725891,13.063,300,168.75,101.19,569.94,7,8,3,49,0,0,0,49,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-10-14,wed,October,Control,468.75,660,62,96.97,4.55,4.55,0,11,21,725891,13.063,300,168.75,NA,468.75,1,8,3,21,0,5,0,26,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-10-15,thu,October,Control,627.01,1300,123,98.23,0,0,0,11,21,725891,13.063,300,168.75,158.26,627.01,3,8,3,49,0,0,0,49,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-10-16,fri,October,Control,519.45,1055,99,98.1,0,0,0,11,21,725891,13.063,300,168.75,50.7,519.45,5,8,3,25,0,0,0,25,0,0,0,0,0,0,0,0,0,1,5
Control 2,Pre-Treatment,2015-10-17,sat,October,Control,300,517,67,98.07,0.59,0.59,0,8,21,725891,13.063,300,0,NA,300,9,8,0,0,13,19,3,35,0,0,0,0,0,0,0,0,0,0,6
Control 2,Pre-Treatment,2015-10-19,mon,October,Control,453.54,1033,134,97.97,9.09,0,9.09,8,21,725891,13.063,300,0,153.54,453.54,11,8,0,10,0,0,10,20,0,0,0,0,0,0,0,0,0,0,7
Control 2,Pre-Treatment,2015-10-20,tue,October,Control,468.75,810,80,97.9,0,0,0,11,20,725891,13.063,300,168.75,NA,468.75,19,8,3,5,10,14,5,34,0,0,0,0,0,0,0,0,0,1,8
Control 2,Pre-Treatment,2015-10-21,wed,October,Control,468.75,1183,111,98.73,0,0,0,11,21,725891,13.063,300,168.75,NA,468.75,11,8,3,26,0,0,0,26,0,0,0,0,0,0,0,0,0,1,9
Control 2,Pre-Treatment,2015-10-22,thu,October,Control,584.93,1105,104,98.73,4.55,0,4.55,11,21,725984,13.063,300,168.75,116.18,584.93,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-10-23,fri,October,Control,547.87,1025,101,99.12,0,0,0,11,21,725984,13.063,300,168.75,79.12,547.87,19,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-10-24,sat,October,Control,375.85,200,99,98,0,0,0,8,21,725884,14.225,300,0,75.85,375.85,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-10-26,mon,October,Control,340.67,NA,35,NA,0,0,0,8,18,725884,14.225,300,0,40.67,340.67,6,8,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2
Control 2,Pre-Treatment,2015-10-27,tue,October,Control,597.46,646,110,99.69,0,0,0,11,19,725984,13.063,300,168.75,128.71,597.46,10,8,3,7,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1
