"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","pop","model","metric","estimate","precision","abs_yi","source","repo","branch","repo_license"
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",61,-31.5017297274276,23.9125998706884,"estimate","elpd_loo.23","awun","m2b","elpd_loo",-31.5017297274276,0.204496840063357,31.5017297274276,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",62,2.67342845866714,1.28940915694073,"estimate","p_loo.23","awun","m2b","p_loo",2.67342845866714,0.880652606741821,2.67342845866714,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",63,63.0034594548553,95.6503994827536,"estimate","looic.23","awun","m2b","looic",63.0034594548553,0.102248420031679,63.0034594548553,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",64,-32.3281690151852,23.2176942948546,"estimate","elpd_loo.33","awun","m3","elpd_loo",-32.3281690151852,0.207534572953006,32.3281690151852,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",65,3.66497347772363,2.56708269095319,"estimate","p_loo.33","awun","m3","p_loo",3.66497347772363,0.624137203598479,3.66497347772363,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",66,64.6563380303703,92.8707771794184,"estimate","looic.33","awun","m3","looic",64.6563380303703,0.103767286476503,64.6563380303703,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",67,-31.7160964564954,25.2693094502556,"estimate","elpd_loo.43","awun","m4a","elpd_loo",-31.7160964564954,0.198931388108491,31.7160964564954,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",68,2.98206451582193,1.67399917967689,"estimate","p_loo.43","awun","m4a","p_loo",2.98206451582193,0.772898348974968,2.98206451582193,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",69,63.4321929129908,101.077237801022,"estimate","looic.43","awun","m4a","looic",63.4321929129908,0.099465694054246,63.4321929129908,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",70,-31.6132012349002,24.34003776938,"estimate","elpd_loo.53","awun","m4b","elpd_loo",-31.6132012349002,0.202693291931763,31.6132012349002,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",71,2.84281868685285,1.44222856613185,"estimate","p_loo.53","awun","m4b","p_loo",2.84281868685285,0.832689241105039,2.84281868685285,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",72,63.2264024698005,97.3601510775201,"estimate","looic.53","awun","m4b","looic",63.2264024698005,0.101346645965881,63.2264024698005,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",73,-51.2055183705422,579.911010820944,"estimate","elpd_loo4","azuklotz","m1","elpd_loo",-51.2055183705422,0.0415259257025536,51.2055183705422,"GitHub","DL-CC-sockeye","main",NA
