species_latin,family,country,province,site_name,habitat,soil_type,plant_part,unit,trait,trait_value,references
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,magnesium,1.3,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,phosphorus,1.4,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,16.7,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,magnesium,0.8,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,2,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,10.1,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,19.4,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,14,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,16.2,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,2,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.84,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,14.9,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,6.8,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.608,PROSEA
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,nitrogen,10.9,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,calcium,4.9,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.5568,ICRAF
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,potassium,8.2,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.47,DRYAD
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,1.24,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,5.4,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.72,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,calcium,5.4,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,4.7,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.81,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,1.9,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,nitrogen,10.5,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,potassium,9.2,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,phosphorus,0.6,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.85,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,nitrogen,15.1,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,calcium,4.7,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,8.1,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,calcium,4.2,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,phosphorus,0.9,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,potassium,5.5,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,15.6,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,1.9,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,2.1,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Brunei Darussalam,NA,Badas,kerangas heath forest,mineral,leaf,mg.g-1,nitrogen,13,Turner.et.al.2000
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,6,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,potassium,8,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.54,DRYAD
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,12.3,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,magnesium,1,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,5.1,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,phosphorus,0.3,Tuah.et.al.2003
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,17.7,Wedeux.2015
Shorea teysmanniana,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,nitrogen,14,Tuah.et.al.2003
Shorea uliginosa,Dipterocarpaceae,Malaysia,Mukim,Sungai Karang,peat swamp forest protected,peat,leaf,mg.g-1,nitrogen,7.45,Ong.et.al.2015
Shorea uliginosa,Dipterocarpaceae,Malaysia,Mukim,Sungai Karang,peat swamp forest protected,peat,leaf,mg.g-1,calcium,0.63,Ong.et.al.2015
Shorea uliginosa,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,phosphorus,0.4,Tuah.et.al.2003
Shorea uliginosa,Dipterocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.51,DRYAD
Shorea uliginosa,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.615,PROSEA
Shorea uliginosa,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,magnesium,1.2,Tuah.et.al.2003
Shorea uliginosa,Dipterocarpaceae,Malaysia,Mukim,Sungai Karang,peat swamp forest protected,peat,leaf,mg.g-1,potassium,0.05,Ong.et.al.2015
Shorea uliginosa,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,potassium,3.2,Tuah.et.al.2003
Shorea uliginosa,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.6012,ICRAF
Shorea uliginosa,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,nitrogen,12.8,Tuah.et.al.2003
Shorea uliginosa,Dipterocarpaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,calcium,4.1,Tuah.et.al.2003
Shorea uliginosa,Dipterocarpaceae,Malaysia,Mukim,Sungai Karang,peat swamp forest protected,peat,leaf,mg.g-1,magnesium,0.23,Ong.et.al.2015
Shorea uliginosa,Dipterocarpaceae,Malaysia,Mukim,Sungai Karang,peat swamp forest protected,peat,leaf,mg.g-1,phosphorus,0.21,Ong.et.al.2015
Shorea virenscens,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.475,ICRAF
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.51,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.69,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,12,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,8.8,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,11.7,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,5.1,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,5.5,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.48,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,14.8,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,14,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,9.3,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,15.1,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimantan,Setia Alam,peat swamp forest intact undrained,peat,leaf,mg.g-1,nitrogen,16.08,Ichie.et.al.2019
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,3,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.72,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,13,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.65,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,4.1,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.52,DRYAD
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,7.7,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,13.4,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,10.1,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,12.5,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,10.2,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.58,ICRAF
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimantan,Kalampangan,peat swamp forest abandoned drained,peat,leaf,mg.g-1,nitrogen,15.36,Ichie.et.al.2019
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,5.7,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,7.1,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,3.9,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,4.2,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,15.2,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,15.8,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.5,DRYAD
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.51,Wedeux.2015
Stemonurus scorpioides,Icacinaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,3,Wedeux.2015
Stemonurus secundiflorus,Icacinaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.51,DRYAD
Stemonurus secundiflorus,Icacinaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,phosphorus,0,Yanbuaban.et.al.2007
Stemonurus secundiflorus,Icacinaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,11.5,Yanbuaban.et.al.2007
Stemonurus secundiflorus,Icacinaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,potassium,10,Yanbuaban.et.al.2007
Stemonurus secundiflorus,Icacinaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,nitrogen,10.1,Yanbuaban.et.al.2007
Stemonurus secundiflorus,Icacinaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,potassium,1.7,Yanbuaban.et.al.2007
Stemonurus secundiflorus,Icacinaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,2.9,Yanbuaban.et.al.2007
Stemonurus secundiflorus,Icacinaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,magnesium,1,Yanbuaban.et.al.2007
Stemonurus secundiflorus,Icacinaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.2,Yanbuaban.et.al.2007
Stemonurus secundiflorus,Icacinaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.57,ICRAF
Stemonurus secundiflorus,Icacinaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,calcium,6.7,Yanbuaban.et.al.2007
Stemonurus secundiflorus,Icacinaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,calcium,10.7,Yanbuaban.et.al.2007
Sterculia gilva,Malvaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,8.6,Tuah.et.al.2003
Sterculia gilva,Malvaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,potassium,7.1,Tuah.et.al.2003
Sterculia gilva,Malvaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.2,Tuah.et.al.2003
Sterculia gilva,Malvaceae,Malaysia,Sarawak,Semenggoh Nature Reserve,dipterocarp forest lowland,mineral,wood,g.cm-3,wood density,0.328,Mori.et.al.2014
Sterculia gilva,Malvaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,10.7,Tuah.et.al.2003
Sterculia gilva,Malvaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,1.1,Tuah.et.al.2003
Syzygium inophyllum,Myrtaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.72,ICRAF
Syzygium inophyllum,Myrtaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.77,PROSEA
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,14.85,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,7.33,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,5.28,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,0.92,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,1.84,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,0.94,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,22.29,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,22.67,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,5.2,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,6.83,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,25.17,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,21.49,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,4.42,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,2.27,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,1.31,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,12.03,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,phosphorus,0.1,Yanbuaban.et.al.2007
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,1.21,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,21.18,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,14.76,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,3.46,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,calcium,5.5,Yanbuaban.et.al.2007
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,8.79,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,5.35,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,22.04,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,13,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,19.44,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,19.89,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,1.3,Yanbuaban.et.al.2007
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,5.08,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,1.04,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,21.45,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,12.4,Yanbuaban.et.al.2007
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,5.23,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,calcium,5.3,Yanbuaban.et.al.2007
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,18.66,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,8.15,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,3.98,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,1.04,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,1.02,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,5.96,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,1.24,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,1.88,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,0.98,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,potassium,8.6,Yanbuaban.et.al.2007
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,0.95,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,potassium,2.5,Yanbuaban.et.al.2007
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,6.06,Both.et.al.2019
