"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","method","pval","estimate","lower","upper","length","precision","abs_yi","source","repo","branch","repo_license"
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1745,0.7,0.003025,"estimate","FLOW-MR",0.01,0.7,0.594,0.806,0.212,18.1818181818182,0.7,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1746,0.715,0.003844,"estimate","FLOW-MR",1e-04,0.715,0.604,0.846,0.242,16.1290322580645,0.715,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1747,0.728,0.003721,"estimate","FLOW-MR",1e-06,0.728,0.628,0.867,0.239,16.3934426229508,0.728,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1748,0.735,0.003844,"estimate","FLOW-MR",1e-08,0.735,0.614,0.845,0.231,16.1290322580645,0.735,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1749,0.763,0.003364,"estimate","MR-Horse",0.01,0.763,0.654,0.877,0.223,17.2413793103448,0.763,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1750,0.779,0.0036,"estimate","MR-Horse",1e-04,0.779,0.67,0.894,0.224,16.6666666666667,0.779,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1751,0.808,0.003721,"estimate","MR-Horse",1e-06,0.808,0.693,0.926,0.233,16.3934426229508,0.808,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1752,0.809,0.004624,"estimate","MR-Horse",1e-08,0.809,0.688,0.955,0.267,14.7058823529412,0.809,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1753,0.482,9e-04,"estimate","IVW",0.01,0.482,0.422,0.542,0.12,33.3333333333333,0.482,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1754,0.535,0.001156,"estimate","IVW",1e-04,0.535,0.469,0.601,0.132,29.4117647058824,0.535,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1755,0.587,0.001296,"estimate","IVW",1e-06,0.587,0.516,0.659,0.143,27.7777777777778,0.587,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1756,0.62,0.001521,"estimate","IVW",1e-08,0.62,0.544,0.696,0.152,25.6410256410256,0.62,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1757,0.832,0.003136,"estimate","GRAPPLE",0.01,0.832,0.723,0.942,0.219,17.8571428571429,0.832,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1758,0.862,0.003249,"estimate","GRAPPLE",1e-04,0.862,0.75,0.975,0.225,17.5438596491228,0.862,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1759,0.898,0.003364,"estimate","GRAPPLE",1e-06,0.898,0.785,1.012,0.227,17.2413793103448,0.898,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1760,0.908,0.003481,"estimate","GRAPPLE",1e-08,0.908,0.793,1.024,0.231,16.9491525423729,0.908,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1761,0.459,0.002401,"estimate","MR-Egger",0.01,0.459,0.363,0.556,0.193,20.4081632653061,0.459,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1762,0.472,0.003136,"estimate","MR-Egger",1e-04,0.472,0.362,0.582,0.22,17.8571428571429,0.472,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1763,0.498,0.003721,"estimate","MR-Egger",1e-06,0.498,0.379,0.618,0.239,16.3934426229508,0.498,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1764,0.502,0.004356,"estimate","MR-Egger",1e-08,0.502,0.373,0.63,0.257,15.1515151515152,0.502,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1765,0.45,0.001024,"estimate","MR-Robust",0.01,0.45,0.387,0.513,0.126,31.25,0.45,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1766,0.514,0.001225,"estimate","MR-Robust",1e-04,0.514,0.446,0.582,0.136,28.5714285714286,0.514,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1767,0.575,0.001369,"estimate","MR-Robust",1e-06,0.575,0.502,0.648,0.146,27.027027027027,0.575,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1768,0.612,0.001521,"estimate","MR-Robust",1e-08,0.612,0.535,0.689,0.154,25.6410256410256,0.612,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1769,0.803,0.003721,"estimate","FLOW-MR",0.01,0.803,0.689,0.925,0.236,16.3934426229508,0.803,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1770,0.818,0.003844,"estimate","FLOW-MR",1e-04,0.818,0.704,0.939,0.235,16.1290322580645,0.818,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1771,0.841,0.005041,"estimate","FLOW-MR",1e-06,0.841,0.7,0.987,0.287,14.0845070422535,0.841,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1772,0.827,0.003249,"estimate","FLOW-MR",1e-08,0.827,0.726,0.948,0.222,17.5438596491228,0.827,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1773,0.839,0.003844,"estimate","MR-Horse",0.01,0.839,0.725,0.961,0.236,16.1290322580645,0.839,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1774,0.881,0.003969,"estimate","MR-Horse",1e-04,0.881,0.763,1.006,0.243,15.8730158730159,0.881,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1775,0.917,0.0036,"estimate","MR-Horse",1e-06,0.917,0.808,1.047,0.239,16.6666666666667,0.917,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1776,0.905,0.0036,"estimate","MR-Horse",1e-08,0.905,0.785,1.019,0.234,16.6666666666667,0.905,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1777,0.488,9e-04,"estimate","IVW",0.01,0.488,0.429,0.548,0.119,33.3333333333333,0.488,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1778,0.535,0.001156,"estimate","IVW",1e-04,0.535,0.469,0.602,0.133,29.4117647058824,0.535,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1779,0.58,0.001444,"estimate","IVW",1e-06,0.58,0.506,0.654,0.148,26.3157894736842,0.58,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1780,0.62,0.0016,"estimate","IVW",1e-08,0.62,0.541,0.699,0.158,25,0.62,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1781,0.804,0.002704,"estimate","GRAPPLE",0.01,0.804,0.703,0.905,0.202,19.2307692307692,0.804,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1782,0.83,0.002916,"estimate","GRAPPLE",1e-04,0.83,0.723,0.936,0.213,18.5185185185185,0.83,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1783,0.862,0.003364,"estimate","GRAPPLE",1e-06,0.862,0.749,0.976,0.227,17.2413793103448,0.862,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1784,0.898,0.003721,"estimate","GRAPPLE",1e-08,0.898,0.779,1.018,0.239,16.3934426229508,0.898,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1785,0.507,0.0025,"estimate","MR-Egger",0.01,0.507,0.408,0.605,0.197,20,0.507,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1786,0.509,0.003249,"estimate","MR-Egger",1e-04,0.509,0.396,0.622,0.226,17.5438596491228,0.509,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1787,0.533,0.004096,"estimate","MR-Egger",1e-06,0.533,0.407,0.659,0.252,15.625,0.533,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1788,0.513,0.004761,"estimate","MR-Egger",1e-08,0.513,0.379,0.648,0.269,14.4927536231884,0.513,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1789,0.447,0.000729,"estimate","MR-Robust",0.01,0.447,0.394,0.5,0.106,37.037037037037,0.447,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1790,0.499,0.000841,"estimate","MR-Robust",1e-04,0.499,0.442,0.555,0.113,34.4827586206897,0.499,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1791,0.542,0.000961,"estimate","MR-Robust",1e-06,0.542,0.482,0.602,0.12,32.258064516129,0.542,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1792,0.582,0.001089,"estimate","MR-Robust",1e-08,0.582,0.517,0.646,0.129,30.3030303030303,0.582,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1793,0.748,0.003249,"estimate","FLOW-MR",0.01,0.748,0.637,0.859,0.222,17.5438596491228,0.748,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1794,0.772,0.004096,"estimate","FLOW-MR",1e-04,0.772,0.658,0.908,0.25,15.625,0.772,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1795,0.804,0.005329,"estimate","FLOW-MR",1e-06,0.804,0.666,0.941,0.275,13.6986301369863,0.804,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1796,0.819,0.005329,"estimate","FLOW-MR",1e-08,0.819,0.701,0.973,0.272,13.6986301369863,0.819,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1797,0.806,0.003364,"estimate","MR-Horse",0.01,0.806,0.698,0.93,0.232,17.2413793103448,0.806,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1798,0.828,0.003721,"estimate","MR-Horse",1e-04,0.828,0.711,0.949,0.238,16.3934426229508,0.828,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1799,0.869,0.0049,"estimate","MR-Horse",1e-06,0.869,0.745,1.016,0.271,14.2857142857143,0.869,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1800,0.864,0.003969,"estimate","MR-Horse",1e-08,0.864,0.756,1.002,0.246,15.8730158730159,0.864,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1801,0.503,0.000784,"estimate","IVW",0.01,0.503,0.448,0.558,0.11,35.7142857142857,0.503,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1802,0.551,9e-04,"estimate","IVW",1e-04,0.551,0.492,0.61,0.118,33.3333333333333,0.551,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1803,0.574,0.001024,"estimate","IVW",1e-06,0.574,0.511,0.637,0.126,31.25,0.574,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1804,0.597,0.001225,"estimate","IVW",1e-08,0.597,0.529,0.665,0.136,28.5714285714286,0.597,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",1805,0.836,0.002304,"estimate","GRAPPLE",0.01,0.836,0.742,0.93,0.188,20.8333333333333,0.836,"GitHub","FLOW-MR-PAPER","main",NA
